uid,rank,pos_score,max_neg_score,n_train_items,item_popularity,is_cold,hit@5,hit@10,hit@20,ndcg@5,ndcg@10,ndcg@20,activity_segment,pop_bin
2855,44,-0.03570378199219704,0.2573082149028778,4,14,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
2856,1,0.4143032729625702,0.43350648880004883,62,11,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Active (31-100),Q2
2856,19,0.2603070139884949,0.4346793591976166,62,7,False,0,0,1,0.0,0.0,0.227670248696953,Active (31-100),Q2
2856,5,0.3467555642127991,0.41959089040756226,62,30,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Active (31-100),Q4 (popular)
2856,69,0.16741032898426056,0.45149654150009155,62,32,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q4 (popular)
2856,0,0.3852792978286743,0.3722166419029236,62,7,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q2
2856,40,0.2017974555492401,0.42091137170791626,62,7,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
2856,56,0.17908068001270294,0.36551398038864136,62,3,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
2857,41,-0.006538230925798416,0.17255133390426636,6,5,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
2858,18,0.043831489980220795,0.20822623372077942,3,7,True,0,0,1,0.0,0.0,0.23137821315975915,Cold (≤10),Q2
2859,32,-0.08581456542015076,0.069088876247406,3,21,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
2860,41,0.17130619287490845,0.3123195767402649,25,6,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q2
2860,62,0.12406668066978455,0.31404513120651245,25,5,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q1 (cold)
2861,17,0.09112447500228882,0.21040253341197968,5,10,True,0,0,1,0.0,0.0,0.23540891336663824,Cold (≤10),Q2
2862,2,0.34811967611312866,0.4400395452976227,11,4,False,1,1,1,0.5,0.5,0.5,Warm (11-30),Q1 (cold)
2863,19,0.029937800019979477,0.16937360167503357,5,4,True,0,0,1,0.0,0.0,0.227670248696953,Cold (≤10),Q1 (cold)
2864,16,0.29495084285736084,0.47831422090530396,56,5,False,0,0,1,0.0,0.0,0.23981246656813146,Active (31-100),Q1 (cold)
2864,14,0.281256765127182,0.3941456377506256,56,5,False,0,0,1,0.0,0.0,0.25,Active (31-100),Q1 (cold)
2864,5,0.3320729732513428,0.3817228376865387,56,4,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Active (31-100),Q1 (cold)
2864,18,0.26911672949790955,0.4277428984642029,56,23,False,0,0,1,0.0,0.0,0.23137821315975915,Active (31-100),Q3
2864,8,0.3460499346256256,0.5192996263504028,56,151,False,0,1,1,0.0,0.3010299956639812,0.3010299956639812,Active (31-100),Q4 (popular)
2864,8,0.33274728059768677,0.4791637659072876,56,4,False,0,1,1,0.0,0.3010299956639812,0.3010299956639812,Active (31-100),Q1 (cold)
2864,74,0.1401216983795166,0.48248958587646484,56,5,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
2865,0,0.39163100719451904,0.3725268244743347,11,23,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q3
2866,12,0.04474271833896637,0.19768239557743073,4,3,True,0,0,1,0.0,0.0,0.26264953503719357,Cold (≤10),Q1 (cold)
2867,86,-0.14072167873382568,0.185276061296463,5,51,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
2868,2,0.17153403162956238,0.2302945852279663,8,35,True,1,1,1,0.5,0.5,0.5,Cold (≤10),Q4 (popular)
2869,15,0.03836718201637268,0.2470511496067047,9,11,True,0,0,1,0.0,0.0,0.24465054211822604,Cold (≤10),Q2
2870,49,0.13850237429141998,0.6233471035957336,19,6,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q2
2870,5,0.2412647008895874,0.3245118260383606,19,13,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Warm (11-30),Q3
2871,2,0.21927878260612488,0.3740198612213135,8,7,True,1,1,1,0.5,0.5,0.5,Cold (≤10),Q2
2872,91,-0.15981534123420715,0.3939768075942993,4,13,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
2873,2,0.22192707657814026,0.26557213068008423,5,1,True,1,1,1,0.5,0.5,0.5,Cold (≤10),Q1 (cold)
2874,2,0.32612544298171997,0.3443387448787689,21,21,False,1,1,1,0.5,0.5,0.5,Warm (11-30),Q3
2874,13,0.27618128061294556,0.40504151582717896,21,5,False,0,0,1,0.0,0.0,0.2559580248098155,Warm (11-30),Q1 (cold)
2875,87,0.06100105121731758,0.30767399072647095,13,20,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q3
2876,4,0.2515627443790436,0.319000244140625,14,11,False,1,1,1,0.38685280723454163,0.38685280723454163,0.38685280723454163,Warm (11-30),Q2
2877,33,-0.0014857035130262375,0.27733975648880005,4,25,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
2878,77,0.09464390575885773,0.3423914611339569,11,48,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q4 (popular)
2879,68,0.07802437245845795,0.281351774930954,11,4,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q1 (cold)
2880,3,0.1471615433692932,0.23401115834712982,4,117,True,1,1,1,0.43067655807339306,0.43067655807339306,0.43067655807339306,Cold (≤10),Q4 (popular)
2881,65,0.08230487257242203,0.29411160945892334,15,4,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q1 (cold)
2882,84,-0.16258175671100616,0.11448170989751816,5,6,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2883,24,0.22100259363651276,0.42049258947372437,12,17,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q3
2884,1,0.5611447691917419,0.5671353340148926,3,15,True,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Cold (≤10),Q3
2885,42,-0.10427730530500412,0.251503586769104,9,9,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2886,0,0.40957343578338623,0.40561342239379883,12,26,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q3
2887,0,0.2956075072288513,0.2478773295879364,7,56,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q4 (popular)
2888,72,-0.05578436702489853,0.2670249044895172,5,5,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
2889,10,0.003184163011610508,0.09845921397209167,5,44,True,0,0,1,0.0,0.0,0.27894294565112987,Cold (≤10),Q4 (popular)
2890,0,0.2487603724002838,0.23904353380203247,10,2,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q1 (cold)
2891,12,0.059966862201690674,0.1757703721523285,4,6,True,0,0,1,0.0,0.0,0.26264953503719357,Cold (≤10),Q2
2892,0,0.4004323482513428,0.38112086057662964,298,8,False,1,1,1,1.0,1.0,1.0,Power (>100),Q2
2892,1,0.394010990858078,0.4185977280139923,298,8,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q2
2892,92,0.038793377578258514,0.3512572646141052,298,4,False,0,0,0,0.0,0.0,0.0,Power (>100),Q1 (cold)
2892,1,0.34682098031044006,0.3490896224975586,298,35,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q4 (popular)
2892,0,0.4525728225708008,0.35598617792129517,298,12,False,1,1,1,1.0,1.0,1.0,Power (>100),Q2
2892,3,0.32197314500808716,0.4133577346801758,298,8,False,1,1,1,0.43067655807339306,0.43067655807339306,0.43067655807339306,Power (>100),Q2
2892,0,0.46217992901802063,0.4352681636810303,298,8,False,1,1,1,1.0,1.0,1.0,Power (>100),Q2
2892,0,0.4412792921066284,0.38351672887802124,298,7,False,1,1,1,1.0,1.0,1.0,Power (>100),Q2
2892,2,0.359984427690506,0.43045133352279663,298,12,False,1,1,1,0.5,0.5,0.5,Power (>100),Q2
2892,0,0.4519146680831909,0.389729380607605,298,4,False,1,1,1,1.0,1.0,1.0,Power (>100),Q1 (cold)
2892,3,0.3387715220451355,0.41622060537338257,298,3,False,1,1,1,0.43067655807339306,0.43067655807339306,0.43067655807339306,Power (>100),Q1 (cold)
2892,1,0.36665403842926025,0.37802597880363464,298,3,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q1 (cold)
2892,4,0.32522258162498474,0.4401920437812805,298,39,False,1,1,1,0.38685280723454163,0.38685280723454163,0.38685280723454163,Power (>100),Q4 (popular)
2892,0,0.46167001128196716,0.3998969793319702,298,13,False,1,1,1,1.0,1.0,1.0,Power (>100),Q3
2892,4,0.3626713156700134,0.42935293912887573,298,59,False,1,1,1,0.38685280723454163,0.38685280723454163,0.38685280723454163,Power (>100),Q4 (popular)
2892,1,0.39579516649246216,0.43736422061920166,298,7,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q2
2892,1,0.38599157333374023,0.4203641414642334,298,7,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q2
2892,2,0.33638593554496765,0.3664225935935974,298,27,False,1,1,1,0.5,0.5,0.5,Power (>100),Q3
2892,3,0.4015342593193054,0.43713194131851196,298,14,False,1,1,1,0.43067655807339306,0.43067655807339306,0.43067655807339306,Power (>100),Q3
2892,0,0.37485331296920776,0.3455295264720917,298,12,False,1,1,1,1.0,1.0,1.0,Power (>100),Q2
2892,1,0.328870952129364,0.4301450252532959,298,9,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q2
2892,1,0.38493385910987854,0.39902496337890625,298,8,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q2
2892,0,0.4183064103126526,0.2856801450252533,298,5,False,1,1,1,1.0,1.0,1.0,Power (>100),Q1 (cold)
2892,0,0.414338082075119,0.3968258500099182,298,14,False,1,1,1,1.0,1.0,1.0,Power (>100),Q3
2892,0,0.4464220404624939,0.29092875123023987,298,43,False,1,1,1,1.0,1.0,1.0,Power (>100),Q4 (popular)
2892,0,0.4628172814846039,0.34794628620147705,298,7,False,1,1,1,1.0,1.0,1.0,Power (>100),Q2
2892,5,0.31969645619392395,0.4065971374511719,298,19,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Power (>100),Q3
2892,1,0.400912344455719,0.41025829315185547,298,9,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q2
2892,0,0.4444839656352997,0.4352681636810303,298,10,False,1,1,1,1.0,1.0,1.0,Power (>100),Q2
2892,2,0.36733192205429077,0.38838568329811096,298,8,False,1,1,1,0.5,0.5,0.5,Power (>100),Q2
2892,1,0.3713655471801758,0.43807825446128845,298,32,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q4 (popular)
2892,20,0.23627546429634094,0.39902496337890625,298,8,False,0,0,0,0.0,0.0,0.0,Power (>100),Q2
2892,0,0.44742289185523987,0.4350683093070984,298,4,False,1,1,1,1.0,1.0,1.0,Power (>100),Q1 (cold)
2892,1,0.35815078020095825,0.3617655634880066,298,4,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q1 (cold)
2892,3,0.30427736043930054,0.3958573341369629,298,5,False,1,1,1,0.43067655807339306,0.43067655807339306,0.43067655807339306,Power (>100),Q1 (cold)
2892,1,0.38396379351615906,0.4065971374511719,298,5,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q1 (cold)
2892,0,0.4458897113800049,0.42507404088974,298,14,False,1,1,1,1.0,1.0,1.0,Power (>100),Q3
2893,67,-0.10992901027202606,0.18407042324543,7,5,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
2894,0,0.43435609340667725,0.37031716108322144,3,40,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q4 (popular)
2895,22,0.3037644624710083,0.46717116236686707,27,6,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q2
2895,37,0.2657528519630432,0.4371984004974365,27,20,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q3
2895,53,0.22236573696136475,0.43977272510528564,27,23,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q3
2896,9,0.30292171239852905,0.4044561982154846,32,6,False,0,1,1,0.0,0.2890648263178879,0.2890648263178879,Active (31-100),Q2
2896,14,0.2965620160102844,0.4406724274158478,32,126,False,0,0,1,0.0,0.0,0.25,Active (31-100),Q4 (popular)
2896,2,0.3558483123779297,0.4517388939857483,32,89,False,1,1,1,0.5,0.5,0.5,Active (31-100),Q4 (popular)
2897,49,0.12482691556215286,0.3789503276348114,24,95,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q4 (popular)
2897,0,0.4416753053665161,0.3898003101348877,24,17,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q3
2898,13,0.058072105050086975,0.1937042772769928,3,25,True,0,0,1,0.0,0.0,0.2559580248098155,Cold (≤10),Q3
2899,0,0.4008021950721741,0.3370407223701477,3,11,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q2
2900,0,0.3700137734413147,0.14530415832996368,3,107,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q4 (popular)
2901,10,0.21495509147644043,0.3543720841407776,60,3,False,0,0,1,0.0,0.0,0.27894294565112987,Active (31-100),Q1 (cold)
2901,39,0.13739821314811707,0.3633473515510559,60,10,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
2901,0,0.38366639614105225,0.28824710845947266,60,34,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q4 (popular)
2901,90,0.03401462361216545,0.33027559518814087,60,9,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
2901,48,0.1115182638168335,0.32085949182510376,60,26,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q3
2901,7,0.2750951647758484,0.3391760289669037,60,40,False,0,1,1,0.0,0.31546487678572877,0.31546487678572877,Active (31-100),Q4 (popular)
2901,0,0.34288182854652405,0.3273122310638428,60,55,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q4 (popular)
2902,0,0.733905553817749,0.3004501461982727,13,54,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q4 (popular)
2903,47,-0.0468725822865963,0.20975390076637268,5,60,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
2904,2,0.0851220116019249,0.11419611424207687,3,42,True,1,1,1,0.5,0.5,0.5,Cold (≤10),Q4 (popular)
2905,28,-0.01333504170179367,0.15496787428855896,4,4,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
2906,53,-0.07216066122055054,0.3627403974533081,4,31,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
2907,8,0.2150072604417801,0.30315446853637695,11,48,False,0,1,1,0.0,0.3010299956639812,0.3010299956639812,Warm (11-30),Q4 (popular)
2908,2,0.33576667308807373,0.35397300124168396,46,5,False,1,1,1,0.5,0.5,0.5,Active (31-100),Q1 (cold)
2908,21,0.2549569308757782,0.43433865904808044,46,23,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q3
2908,0,0.6138866543769836,0.3757260739803314,46,4,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q1 (cold)
2908,14,0.2639528512954712,0.3900905251502991,46,76,False,0,0,1,0.0,0.0,0.25,Active (31-100),Q4 (popular)
2908,6,0.2862605154514313,0.3796023726463318,46,32,False,0,1,1,0.0,0.3333333333333333,0.3333333333333333,Active (31-100),Q4 (popular)
2909,77,-0.13364525139331818,0.1881094127893448,8,22,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
2910,27,0.26098811626434326,0.5029355883598328,91,7,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
2910,0,0.4180591404438019,0.36391401290893555,91,17,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q3
2910,11,0.2975514233112335,0.40680810809135437,91,3,False,0,0,1,0.0,0.0,0.27023815442731974,Active (31-100),Q1 (cold)
2910,6,0.33336251974105835,0.43643856048583984,91,16,False,0,1,1,0.0,0.3333333333333333,0.3333333333333333,Active (31-100),Q3
2910,23,0.27145254611968994,0.4779883623123169,91,9,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
2910,1,0.4175564646720886,0.43056952953338623,91,12,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Active (31-100),Q2
2910,51,0.21650896966457367,0.37334734201431274,91,4,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
2910,16,0.3060322105884552,0.4374028444290161,91,40,False,0,0,1,0.0,0.0,0.23981246656813146,Active (31-100),Q4 (popular)
2910,3,0.3731670677661896,0.40934306383132935,91,4,False,1,1,1,0.43067655807339306,0.43067655807339306,0.43067655807339306,Active (31-100),Q1 (cold)
2910,14,0.28639698028564453,0.36985012888908386,91,5,False,0,0,1,0.0,0.0,0.25,Active (31-100),Q1 (cold)
2910,24,0.2639174461364746,0.43391138315200806,91,6,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
2911,1,0.34171706438064575,0.4031088948249817,33,27,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Active (31-100),Q3
2911,0,0.35679101943969727,0.34492480754852295,33,7,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q2
2911,7,0.3113466203212738,0.4152684211730957,33,43,False,0,1,1,0.0,0.31546487678572877,0.31546487678572877,Active (31-100),Q4 (popular)
2911,11,0.25950759649276733,0.44635042548179626,33,4,False,0,0,1,0.0,0.0,0.27023815442731974,Active (31-100),Q1 (cold)
2912,4,0.33342111110687256,0.38635674118995667,73,79,False,1,1,1,0.38685280723454163,0.38685280723454163,0.38685280723454163,Active (31-100),Q4 (popular)
2912,18,0.27491021156311035,0.3204866647720337,73,6,False,0,0,1,0.0,0.0,0.23137821315975915,Active (31-100),Q2
2912,24,0.25724852085113525,0.36588525772094727,73,119,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q4 (popular)
2912,0,0.32107388973236084,0.31474989652633667,73,61,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q4 (popular)
2912,3,0.3315619230270386,0.3825804591178894,73,15,False,1,1,1,0.43067655807339306,0.43067655807339306,0.43067655807339306,Active (31-100),Q3
2912,90,0.07083189487457275,0.325503408908844,73,10,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
2912,0,0.33900579810142517,0.28800082206726074,73,4,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q1 (cold)
2912,8,0.26927322149276733,0.349487841129303,73,6,False,0,1,1,0.0,0.3010299956639812,0.3010299956639812,Active (31-100),Q2
2912,0,0.4502910375595093,0.3786351680755615,73,5,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q1 (cold)
2913,31,-0.05322291702032089,0.16892898082733154,4,11,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2914,54,0.23169201612472534,0.4732375741004944,15,5,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q1 (cold)
2915,22,0.08668283373117447,0.1794596016407013,3,116,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
2916,27,-0.008814580738544464,0.15431126952171326,3,63,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
2917,1,0.3220052123069763,0.33005738258361816,6,15,True,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Cold (≤10),Q3
2918,60,-0.07354525476694107,0.1940133273601532,3,14,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
2919,2,0.3767034411430359,0.4097091555595398,52,9,False,1,1,1,0.5,0.5,0.5,Active (31-100),Q2
2919,84,0.12014707177877426,0.4526671767234802,52,5,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
2919,0,0.4423593282699585,0.39759117364883423,52,14,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q3
2919,0,0.40415066480636597,0.38295602798461914,52,29,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q3
2919,45,0.2177029252052307,0.3881101608276367,52,11,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
2919,0,0.42889493703842163,0.4039433002471924,52,26,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q3
2920,49,0.20748524367809296,0.3458404839038849,27,14,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q3
2920,54,0.21776403486728668,0.46493518352508545,27,52,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q4 (popular)
2920,29,0.24135884642601013,0.360614538192749,27,8,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q2
2921,4,0.08274713903665543,0.12782374024391174,6,42,True,1,1,1,0.38685280723454163,0.38685280723454163,0.38685280723454163,Cold (≤10),Q4 (popular)
2922,80,-0.0969286561012268,0.2540116012096405,8,9,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2923,16,0.026814591139554977,0.10830207169055939,9,85,True,0,0,1,0.0,0.0,0.23981246656813146,Cold (≤10),Q4 (popular)
2924,0,0.3791472613811493,0.3262168765068054,37,80,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q4 (popular)
2924,1,0.35471510887145996,0.6552361845970154,37,130,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Active (31-100),Q4 (popular)
2924,11,0.2779010534286499,0.421579509973526,37,17,False,0,0,1,0.0,0.0,0.27023815442731974,Active (31-100),Q3
2924,22,0.2314748764038086,0.6588616371154785,37,3,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
2925,66,-0.055912457406520844,0.21882571280002594,5,22,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
2926,13,0.04827607423067093,0.21950747072696686,3,9,True,0,0,1,0.0,0.0,0.2559580248098155,Cold (≤10),Q2
2927,5,0.29499614238739014,0.3781173527240753,30,32,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Warm (11-30),Q4 (popular)
2927,8,0.2888004183769226,0.3388715386390686,30,5,False,0,1,1,0.0,0.3010299956639812,0.3010299956639812,Warm (11-30),Q1 (cold)
2927,16,0.2508561909198761,0.34136223793029785,30,9,False,0,0,1,0.0,0.0,0.23981246656813146,Warm (11-30),Q2
2928,8,0.10056277364492416,0.2287611961364746,6,119,True,0,1,1,0.0,0.3010299956639812,0.3010299956639812,Cold (≤10),Q4 (popular)
2929,13,0.1164650171995163,0.24961437284946442,3,11,True,0,0,1,0.0,0.0,0.2559580248098155,Cold (≤10),Q2
2930,26,0.07105459272861481,0.248968243598938,4,9,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2931,0,0.6445344686508179,0.42905277013778687,5,27,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q3
2932,51,-0.02380494773387909,0.39185547828674316,3,12,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2933,7,0.2649455666542053,0.6289938688278198,11,6,False,0,1,1,0.0,0.31546487678572877,0.31546487678572877,Warm (11-30),Q2
2934,51,-0.0005563180893659592,0.1960780769586563,4,7,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2935,64,-0.09470737725496292,0.4263865351676941,3,10,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2936,47,-0.10070633143186569,0.16476696729660034,5,11,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2937,0,0.3967878818511963,0.09257511794567108,4,56,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q4 (popular)
2938,1,0.2715148329734802,0.2812163829803467,4,11,True,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Cold (≤10),Q2
2939,45,-0.06157395616173744,0.2602408230304718,6,23,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
2940,90,0.05081499367952347,0.3506477475166321,21,4,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q1 (cold)
2940,22,0.21872687339782715,0.3741919994354248,21,16,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q3
2941,21,-0.024486305192112923,0.07736872881650925,5,45,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
2942,73,-0.12938851118087769,0.21534717082977295,10,7,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2943,2,0.1565859615802765,0.23529601097106934,6,5,True,1,1,1,0.5,0.5,0.5,Cold (≤10),Q1 (cold)
2944,10,0.1281365603208542,0.2253859043121338,9,17,True,0,0,1,0.0,0.0,0.27894294565112987,Cold (≤10),Q3
2945,7,0.1527005285024643,0.25981879234313965,3,111,True,0,1,1,0.0,0.31546487678572877,0.31546487678572877,Cold (≤10),Q4 (popular)
2946,20,0.20405451953411102,0.31065839529037476,11,14,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q3
2947,2,0.17928546667099,0.20115996897220612,3,4,True,1,1,1,0.5,0.5,0.5,Cold (≤10),Q1 (cold)
2948,23,0.06016506627202034,0.23153667151927948,7,60,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
2949,45,-0.0032320001628249884,0.21301957964897156,7,7,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2950,1,0.08877427130937576,0.0907348021864891,4,2,True,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Cold (≤10),Q1 (cold)
2951,40,0.02596888318657875,0.4515705704689026,3,8,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2952,1,0.25347596406936646,0.37311267852783203,3,32,True,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Cold (≤10),Q4 (popular)
2953,95,-0.1556268036365509,0.18125367164611816,7,151,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
2954,84,-0.13792851567268372,0.0857473611831665,8,19,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
2955,4,0.3056425452232361,0.334389328956604,6,154,True,1,1,1,0.38685280723454163,0.38685280723454163,0.38685280723454163,Cold (≤10),Q4 (popular)
2956,10,0.17903676629066467,0.27952027320861816,4,2,True,0,0,1,0.0,0.0,0.27894294565112987,Cold (≤10),Q1 (cold)
2957,1,0.41341057419776917,0.42870011925697327,17,3,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Warm (11-30),Q1 (cold)
2958,1,0.388988196849823,0.41616278886795044,24,51,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Warm (11-30),Q4 (popular)
2958,4,0.3119548559188843,0.5287370085716248,24,7,False,1,1,1,0.38685280723454163,0.38685280723454163,0.38685280723454163,Warm (11-30),Q2
2958,2,0.3528459072113037,0.37626075744628906,24,107,False,1,1,1,0.5,0.5,0.5,Warm (11-30),Q4 (popular)
2959,23,-0.008186731487512589,0.15004397928714752,4,23,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
2960,88,-0.08633158355951309,0.24705736339092255,8,14,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
2961,26,-0.004908427596092224,0.18372291326522827,4,3,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
2962,0,0.41461318731307983,0.36031532287597656,21,14,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q3
2962,32,0.21771487593650818,0.34330958127975464,21,39,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q4 (popular)
2963,33,-0.018208540976047516,0.15735293924808502,7,7,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
2964,50,-0.09293823689222336,0.0898381769657135,3,5,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
2965,0,0.4407130181789398,0.3641848564147949,16,34,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q4 (popular)
